states,year,quarter,trans_type,trans_counts,amount
Himachal Pradesh,2020,2,Merchant payments,570031,479165630.61
Himachal Pradesh,2020,2,Financial Services,7634,7359757.74
Himachal Pradesh,2020,2,Others,14642,9659685.39
Himachal Pradesh,2020,3,Recharge & bill payments,2416395,834567922.27
Himachal Pradesh,2020,3,Peer-to-peer payments,1954492,8806586536.66
Himachal Pradesh,2020,3,Merchant payments,1090445,851539467.34
Himachal Pradesh,2020,3,Financial Services,9543,11391079.29
Himachal Pradesh,2020,3,Others,19001,11969008.53
Himachal Pradesh,2020,4,Recharge & bill payments,2638030,936305777.73
Himachal Pradesh,2020,4,Peer-to-peer payments,2594659,11426268857.23
Himachal Pradesh,2020,4,Merchant payments,2001259,1589433440.27
Himachal Pradesh,2020,4,Financial Services,11353,15534252.22
Himachal Pradesh,2020,4,Others,27027,21510781.37
Himachal Pradesh,2021,1,Peer-to-peer payments,2845733,11358078843.57
Himachal Pradesh,2021,1,Recharge & bill payments,2547359,948929031.64
Himachal Pradesh,2021,1,Merchant payments,2186946,1778219850.83
Himachal Pradesh,2021,1,Financial Services,12561,16554205.5
Himachal Pradesh,2021,1,Others,21430,18764977.93
Himachal Pradesh,2021,2,Peer-to-peer payments,3340531,13035543546.66
Himachal Pradesh,2021,2,Recharge & bill payments,3216602,1045789841.92
Himachal Pradesh,2021,2,Merchant payments,2883209,2378084375.2
Himachal Pradesh,2021,2,Financial Services,14642,16428390.62
Himachal Pradesh,2021,2,Others,28918,19788385.41
Himachal Pradesh,2021,3,Peer-to-peer payments,4455153,16560383923.2
Himachal Pradesh,2021,3,Merchant payments,4198808,3524434949.63
Himachal Pradesh,2021,3,Recharge & bill payments,3359406,1178802736.53
Himachal Pradesh,2021,3,Financial Services,14497,22805774.6
Himachal Pradesh,2021,3,Others,36303,23834687.16
Himachal Pradesh,2021,4,Merchant payments,6062931,5228613146.74
Himachal Pradesh,2021,4,Peer-to-peer payments,5323397,19568394324.58
Himachal Pradesh,2021,4,Recharge & bill payments,3211367,1278824361.84
Himachal Pradesh,2021,4,Financial Services,18198,24809740.71
Himachal Pradesh,2021,4,Others,50971,35578926.75
Himachal Pradesh,2022,1,Merchant payments,7030946,5558905677.97
Himachal Pradesh,2022,1,Peer-to-peer payments,5718936,19473276901.33
Himachal Pradesh,2022,1,Recharge & bill payments,3271665,1429960686.77
Himachal Pradesh,2022,1,Financial Services,19314,24442138.15
Himachal Pradesh,2022,1,Others,47319,31862035.71
Himachal Pradesh,2022,2,Merchant payments,10591420,7697399368.09
Himachal Pradesh,2022,2,Peer-to-peer payments,7109948,24407668318.01
Himachal Pradesh,2022,2,Recharge & bill payments,3520538,1553155243.4
Himachal Pradesh,2022,2,Financial Services,16901,20627276.08
Himachal Pradesh,2022,2,Others,52564,30257752.66
Himachal Pradesh,2022,3,Merchant payments,12686960,8511266152.67
Himachal Pradesh,2022,3,Peer-to-peer payments,8330778,27039659316.47
Himachal Pradesh,2022,3,Recharge & bill payments,4083168,1780405740.39
Himachal Pradesh,2022,3,Financial Services,21293,22686931.87
Himachal Pradesh,2022,3,Others,42669,26764547.14
Himachal Pradesh,2022,4,Merchant payments,15297492,10280295883.66
Himachal Pradesh,2022,4,Peer-to-peer payments,9284824,29629346091.98
Himachal Pradesh,2022,4,Recharge & bill payments,3907023,1810538524.32
Himachal Pradesh,2022,4,Financial Services,24342,31775337.44
Himachal Pradesh,2022,4,Others,41455,27387394.98
Jammu & Kashmir,2018,1,Recharge & bill payments,457813,78812610.35
Jammu & Kashmir,2018,1,Peer-to-peer payments,353621,861670157.93
Jammu & Kashmir,2018,1,Financial Services,65683,10269382.62
Jammu & Kashmir,2018,1,Merchant payments,28696,30967525.64
Jammu & Kashmir,2018,1,Others,35755,23651562.72
Jammu & Kashmir,2018,2,Recharge & bill payments,794502,166762242.92
Jammu & Kashmir,2018,2,Peer-to-peer payments,771844,2372961687.55
Jammu & Kashmir,2018,2,Financial Services,112422,15636116.81
Jammu & Kashmir,2018,2,Merchant payments,79248,64454257.53
Jammu & Kashmir,2018,2,Others,38310,31391931.69
Jammu & Kashmir,2018,3,Peer-to-peer payments,1260453,3616022745.56
Jammu & Kashmir,2018,3,Recharge & bill payments,822143,203079955.35
Jammu & Kashmir,2018,3,Merchant payments,140076,82826475.19
Jammu & Kashmir,2018,3,Financial Services,44464,6397888.35
Jammu & Kashmir,2018,3,Others,36825,26373935.0
Jammu & Kashmir,2018,4,Peer-to-peer payments,1265457,5151829745.26
Jammu & Kashmir,2018,4,Recharge & bill payments,970724,254473764.0
Jammu & Kashmir,2018,4,Merchant payments,402303,215771001.54
Jammu & Kashmir,2018,4,Financial Services,33775,6072177.15
Jammu & Kashmir,2018,4,Others,49051,36573577.74
Jammu & Kashmir,2019,1,Peer-to-peer payments,1913720,5414709531.84
Jammu & Kashmir,2019,1,Recharge & bill payments,1131953,302663112.89
Jammu & Kashmir,2019,1,Merchant payments,452379,199219534.94
Jammu & Kashmir,2019,1,Financial Services,43247,4593545.2
Jammu & Kashmir,2019,1,Others,43688,30649751.66
Jammu & Kashmir,2019,2,Peer-to-peer payments,1180781,5666318253.46
Jammu & Kashmir,2019,2,Recharge & bill payments,706569,215937468.94
Jammu & Kashmir,2019,2,Merchant payments,353678,188931529.49
Jammu & Kashmir,2019,2,Financial Services,22663,2652961.35
Jammu & Kashmir,2019,2,Others,32664,26301988.32
Jammu & Kashmir,2019,3,Peer-to-peer payments,618694,3499425217.96
Jammu & Kashmir,2019,3,Recharge & bill payments,318061,111964437.03
Jammu & Kashmir,2019,3,Merchant payments,165115,120736230.09
Jammu & Kashmir,2019,3,Financial Services,2895,658515.88
Jammu & Kashmir,2019,3,Others,11761,11446090.82
Jammu & Kashmir,2019,4,Peer-to-peer payments,310620,1799955855.97
Jammu & Kashmir,2019,4,Merchant payments,91303,77859073.82
Jammu & Kashmir,2019,4,Recharge & bill payments,84803,49065907.05
Jammu & Kashmir,2019,4,Financial Services,197,213741.29
Jammu & Kashmir,2019,4,Others,3005,2601419.7
Jammu & Kashmir,2020,1,Peer-to-peer payments,435154,2654638582.09
Jammu & Kashmir,2020,1,Recharge & bill payments,341357,144213068.71
Jammu & Kashmir,2020,1,Merchant payments,135241,131144418.97
Jammu & Kashmir,2020,1,Financial Services,2350,2116665.12
Jammu & Kashmir,2020,1,Others,7528,5530441.65
Jammu & Kashmir,2020,2,Peer-to-peer payments,1238380,7426818530.26
Jammu & Kashmir,2020,2,Recharge & bill payments,1028741,413037418.32
Jammu & Kashmir,2020,2,Merchant payments,341375,403026357.77
Jammu & Kashmir,2020,2,Financial Services,9130,10415041.34
Jammu & Kashmir,2020,2,Others,17380,12351591.57
Jammu & Kashmir,2020,3,Peer-to-peer payments,1787154,10837119046.79
Jammu & Kashmir,2020,3,Recharge & bill payments,1005745,443743222.5
Jammu & Kashmir,2020,3,Merchant payments,642688,667957476.44
Jammu & Kashmir,2020,3,Financial Services,10111,13281733.8
Jammu & Kashmir,2020,3,Others,20200,15128281.34
Jammu & Kashmir,2020,4,Peer-to-peer payments,2378539,13736841259.98
Jammu & Kashmir,2020,4,Recharge & bill payments,1900075,536741118.3
Jammu & Kashmir,2020,4,Merchant payments,1377786,1045006123.46
Jammu & Kashmir,2020,4,Financial Services,13578,17966592.7
Jammu & Kashmir,2020,4,Others,84466,44350708.94
Jammu & Kashmir,2021,1,Peer-to-peer payments,2800201,14801220301.15
Jammu & Kashmir,2021,1,Recharge & bill payments,2554798,663747765.68
Jammu & Kashmir,2021,1,Merchant payments,1527253,1605408313.48
Jammu & Kashmir,2021,1,Financial Services,17276,20848657.86
Jammu & Kashmir,2021,1,Others,98042,47124854.99
Jammu & Kashmir,2021,2,Peer-to-peer payments,3955437,19502438177.81
Jammu & Kashmir,2021,2,Recharge & bill payments,3568970,892467613.55
Jammu & Kashmir,2021,2,Merchant payments,2378307,2343370985.58
Jammu & Kashmir,2021,2,Financial Services,19432,21897796.19
Jammu & Kashmir,2021,2,Others,105673,53580855.46
Jammu & Kashmir,2021,3,Peer-to-peer payments,5621108,26562997915.2
Jammu & Kashmir,2021,3,Recharge & bill payments,4192099,1126801385.01
Jammu & Kashmir,2021,3,Merchant payments,3197489,3818849262.99
Jammu & Kashmir,2021,3,Financial Services,16071,27585395.49
Jammu & Kashmir,2021,3,Others,124274,62209689.34
Jammu & Kashmir,2021,4,Peer-to-peer payments,6852001,31444247707.63
Jammu & Kashmir,2021,4,Merchant payments,5399465,6026170895.59
Jammu & Kashmir,2021,4,Recharge & bill payments,4358892,1334473410.44
Jammu & Kashmir,2021,4,Financial Services,20269,34425387.52
Jammu & Kashmir,2021,4,Others,160001,86920024.6
Jammu & Kashmir,2022,1,Peer-to-peer payments,6263588,25881919928.64
Jammu & Kashmir,2022,1,Merchant payments,5769426,5903944370.15
Jammu & Kashmir,2022,1,Recharge & bill payments,4046350,1253753685.61
Jammu & Kashmir,2022,1,Financial Services,20506,28915576.12
Jammu & Kashmir,2022,1,Others,145441,79330065.64
Jammu & Kashmir,2022,2,Merchant payments,9917899,8541811640.29
Jammu & Kashmir,2022,2,Peer-to-peer payments,8948548,35973490940.63
Jammu & Kashmir,2022,2,Recharge & bill payments,4759941,1631580783.92
Jammu & Kashmir,2022,2,Financial Services,17495,23857762.1
Jammu & Kashmir,2022,2,Others,169864,83549709.69
Jammu & Kashmir,2022,3,Merchant payments,9594459,8056512904.56
Jammu & Kashmir,2022,3,Peer-to-peer payments,8391981,31280124357.94
Jammu & Kashmir,2022,3,Recharge & bill payments,4397779,1538833023.81
Jammu & Kashmir,2022,3,Financial Services,16502,21281997.61
Jammu & Kashmir,2022,3,Others,133673,66802218.33
Jammu & Kashmir,2022,4,Merchant payments,13060020,9463119176.83
Jammu & Kashmir,2022,4,Peer-to-peer payments,9209773,33017162449.59
Jammu & Kashmir,2022,4,Recharge & bill payments,4885856,1738113554.25
Jammu & Kashmir,2022,4,Financial Services,17803,26804683.93
Jammu & Kashmir,2022,4,Others,142706,70096050.9
Jharkhand,2018,1,Recharge & bill payments,1095857,132181815.28
Jharkhand,2018,1,Peer-to-peer payments,809459,2036315435.66
Jharkhand,2018,1,Financial Services,107755,45483178.1
Jharkhand,2018,1,Merchant payments,66299,66465337.51
Jharkhand,2018,1,Others,99551,93740623.36
Jharkhand,2018,2,Recharge & bill payments,1398777,208894647.79
Jharkhand,2018,2,Peer-to-peer payments,1375872,4205862516.78
Jharkhand,2018,2,Financial Services,160637,65554548.25
Jharkhand,2018,2,Merchant payments,130339,138889079.16
Jharkhand,2018,2,Others,86455,102374867.09
Jharkhand,2018,3,Peer-to-peer payments,6003688,8142915751.2
Jharkhand,2018,3,Recharge & bill payments,1539476,256930062.2
Jharkhand,2018,3,Merchant payments,287427,155059935.04
Jharkhand,2018,3,Financial Services,216343,38182603.58
Jharkhand,2018,3,Others,75687,68483065.68
Jharkhand,2018,4,Peer-to-peer payments,3325473,9414019816.8
Jharkhand,2018,4,Recharge & bill payments,1885135,328077093.48
Jharkhand,2018,4,Merchant payments,845956,373435992.48
Jharkhand,2018,4,Financial Services,136918,36357465.52
Jharkhand,2018,4,Others,90561,90026272.84
Jharkhand,2019,1,Peer-to-peer payments,5952105,12664709652.35
Jharkhand,2019,1,Recharge & bill payments,2347079,440323945.06
Jharkhand,2019,1,Merchant payments,892826,391616776.11
Jharkhand,2019,1,Financial Services,105558,47227410.81
Jharkhand,2019,1,Others,90140,83358664.95
Jharkhand,2019,2,Peer-to-peer payments,5155937,17044444613.81
Jharkhand,2019,2,Recharge & bill payments,2734377,562210324.82
Jharkhand,2019,2,Merchant payments,2049311,862186711.52
Jharkhand,2019,2,Financial Services,67479,51588987.16
Jharkhand,2019,2,Others,121107,102270668.24
Jharkhand,2019,3,Peer-to-peer payments,5708187,19050145624.08
Jharkhand,2019,3,Merchant payments,4766457,1494546030.83
Jharkhand,2019,3,Recharge & bill payments,3527625,754845093.61
Jharkhand,2019,3,Financial Services,103620,80276391.65
Jharkhand,2019,3,Others,114758,86160853.19
Jharkhand,2019,4,Peer-to-peer payments,10301226,25360155657.22
Jharkhand,2019,4,Recharge & bill payments,4390094,966539484.57
Jharkhand,2019,4,Merchant payments,3359590,1725990595.6
Jharkhand,2019,4,Financial Services,104630,45850806.13
Jharkhand,2019,4,Others,93078,49211833.16
Jharkhand,2020,1,Peer-to-peer payments,8196850,29875044416.37
Jharkhand,2020,1,Recharge & bill payments,5454093,1358517296.97
Jharkhand,2020,1,Merchant payments,4499942,2298726414.67
Jharkhand,2020,1,Financial Services,46483,31523887.51
Jharkhand,2020,1,Others,85345,47420137.75
Jharkhand,2020,2,Peer-to-peer payments,8724053,32662370316.52
Jharkhand,2020,2,Recharge & bill payments,7538593,1987320466.85
Jharkhand,2020,2,Merchant payments,3753633,2662438204.26
Jharkhand,2020,2,Financial Services,56553,130249402.01
Jharkhand,2020,2,Others,68679,43823586.28
Jharkhand,2020,3,Peer-to-peer payments,11984094,43128110246.27
Jharkhand,2020,3,Merchant payments,7728846,5163578368.0
Jharkhand,2020,3,Recharge & bill payments,7211293,2217657034.9
Jharkhand,2020,3,Financial Services,56918,63233533.19
Jharkhand,2020,3,Others,87322,50036637.65
Jharkhand,2020,4,Peer-to-peer payments,17120664,60733288288.11
Jharkhand,2020,4,Merchant payments,14168381,9347677563.84
Jharkhand,2020,4,Recharge & bill payments,7945996,2582828438.74
Jharkhand,2020,4,Financial Services,60989,63947540.0
Jharkhand,2020,4,Others,135603,77432999.36
Jharkhand,2021,1,Peer-to-peer payments,19151083,69198235576.73
Jharkhand,2021,1,Merchant payments,17489113,11545580927.25
Jharkhand,2021,1,Recharge & bill payments,7826608,2888409672.13
Jharkhand,2021,1,Financial Services,50526,54836609.33
Jharkhand,2021,1,Others,104333,62290337.7
Jharkhand,2021,2,Peer-to-peer payments,24184568,86037113965.38
Jharkhand,2021,2,Merchant payments,19041292,14731458451.37
Jharkhand,2021,2,Recharge & bill payments,10583445,3531023352.49
Jharkhand,2021,2,Financial Services,54379,57959229.95
Jharkhand,2021,2,Others,138461,75088312.27
Jharkhand,2021,3,Peer-to-peer payments,30113326,97742557031.76
Jharkhand,2021,3,Merchant payments,29687162,19954619973.19
Jharkhand,2021,3,Recharge & bill payments,10742405,4029136911.76
Jharkhand,2021,3,Financial Services,51289,65035270.31
Jharkhand,2021,3,Others,201520,99665931.84
Jharkhand,2021,4,Merchant payments,45007900,30397134744.17
Jharkhand,2021,4,Peer-to-peer payments,39476282,130461675107.99
Jharkhand,2021,4,Recharge & bill payments,11173974,4920513757.58
Jharkhand,2021,4,Financial Services,72802,82938673.41
Jharkhand,2021,4,Others,278084,154856720.55
Jharkhand,2022,1,Merchant payments,53218047,35404682302.82
Jharkhand,2022,1,Peer-to-peer payments,45881799,153327336656.78
Jharkhand,2022,1,Recharge & bill payments,11502811,5765898871.82
Jharkhand,2022,1,Financial Services,67502,72095750.38
Jharkhand,2022,1,Others,241051,130193505.37
Jharkhand,2022,2,Merchant payments,67435024,44149892984.35
Jharkhand,2022,2,Peer-to-peer payments,52086790,175208899196.82
Jharkhand,2022,2,Recharge & bill payments,13145888,6119623547.3
Jharkhand,2022,2,Financial Services,50361,53281830.62
Jharkhand,2022,2,Others,207212,104530269.04
Jharkhand,2022,3,Merchant payments,74816586,45850919744.16
Jharkhand,2022,3,Peer-to-peer payments,57285937,176549466282.04
Jharkhand,2022,3,Recharge & bill payments,14462031,6838978157.22
Jharkhand,2022,3,Financial Services,68467,69016067.83
Jharkhand,2022,3,Others,182311,104503812.7
Jharkhand,2022,4,Merchant payments,91863987,57173653531.69
Jharkhand,2022,4,Peer-to-peer payments,68045210,212953650396.97
Jharkhand,2022,4,Recharge & bill payments,15110623,7625380765.37
Jharkhand,2022,4,Financial Services,81074,89276259.67
Jharkhand,2022,4,Others,199198,129776494.88
Karnataka,2018,1,Recharge & bill payments,5785292,1496816541.97
Karnataka,2018,1,Peer-to-peer payments,4456528,16522277460.17
Karnataka,2018,1,Merchant payments,1089627,696586489.26
Karnataka,2018,1,Financial Services,159848,52664837.41
Karnataka,2018,1,Others,525604,449549985.2
Karnataka,2018,2,Recharge & bill payments,7391926,2435924808.05
Karnataka,2018,2,Peer-to-peer payments,7164836,29135024501.32
Karnataka,2018,2,Merchant payments,1874383,1361967204.92
Karnataka,2018,2,Financial Services,194363,93244737.61
Karnataka,2018,2,Others,490939,489418829.4
Karnataka,2018,3,Peer-to-peer payments,12863507,42819128165.15
Karnataka,2018,3,Recharge & bill payments,8674172,3019156590.42
Karnataka,2018,3,Merchant payments,3638065,1879406580.54
Karnataka,2018,3,Financial Services,205740,50726023.4
Karnataka,2018,3,Others,598777,456674396.3
Karnataka,2018,4,Peer-to-peer payments,20471744,63575342228.06
Karnataka,2018,4,Merchant payments,11812478,4751317554.82
Karnataka,2018,4,Recharge & bill payments,11426205,4030978295.06
Karnataka,2018,4,Financial Services,289353,71134704.79
Karnataka,2018,4,Others,812291,579613793.34
Karnataka,2019,1,Peer-to-peer payments,44049036,104118436760.32
Karnataka,2019,1,Merchant payments,24491960,7076613843.77
Karnataka,2019,1,Recharge & bill payments,16981941,6217689429.77
Karnataka,2019,1,Financial Services,293728,51023386.15
Karnataka,2019,1,Others,770944,512618725.75
Karnataka,2019,2,Peer-to-peer payments,50033334,142910706254.41
Karnataka,2019,2,Merchant payments,44848593,12338599108.55
Karnataka,2019,2,Recharge & bill payments,19283028,7745156562.56
Karnataka,2019,2,Financial Services,140353,44871623.83
Karnataka,2019,2,Others,1096296,662690676.75
Karnataka,2019,3,Merchant payments,76924325,20375791901.52
Karnataka,2019,3,Peer-to-peer payments,67784880,183163325083.02
Karnataka,2019,3,Recharge & bill payments,24339891,10208179941.83
Karnataka,2019,3,Financial Services,189716,57194690.69
Karnataka,2019,3,Others,1494923,732228821.13
Karnataka,2019,4,Merchant payments,114044901,31602890835.85
Karnataka,2019,4,Peer-to-peer payments,93311589,250562864352.78
Karnataka,2019,4,Recharge & bill payments,28862161,12183568521.03
Karnataka,2019,4,Financial Services,101937,51145982.18
Karnataka,2019,4,Others,1475664,646673755.39
Karnataka,2020,1,Merchant payments,132970737,40374401933.53
Karnataka,2020,1,Peer-to-peer payments,100868460,297635301555.93
Karnataka,2020,1,Recharge & bill payments,35854971,14724886028.4
Karnataka,2020,1,Financial Services,93648,110130184.72
Karnataka,2020,1,Others,1246074,557335296.81
Karnataka,2020,2,Merchant payments,87251639,38463881234.44
Karnataka,2020,2,Peer-to-peer payments,82118363,265767207470.17
Karnataka,2020,2,Recharge & bill payments,43290272,16434890228.31
Karnataka,2020,2,Financial Services,161560,246367207.06
Karnataka,2020,2,Others,399878,192530880.16
Karnataka,2020,3,Merchant payments,137206600,60769881812.01
Karnataka,2020,3,Peer-to-peer payments,119241776,390432374828.48
Karnataka,2020,3,Recharge & bill payments,43139631,18911088810.53
Karnataka,2020,3,Financial Services,251980,358426105.96
Karnataka,2020,3,Others,520544,268744139.7
Karnataka,2020,4,Merchant payments,215711211,97147239182.96
Karnataka,2020,4,Peer-to-peer payments,166981242,538340957771.57
Karnataka,2020,4,Recharge & bill payments,47736461,21611671359.12
